0,6.78E+07
3,6.80E+07
6,6.77E+07
9,6.80E+07
12,6.78E+07
15,6.80E+07
18,6.78E+07
21,6.79E+07
24,6.81E+07
27,6.79E+07
30,6.79E+07
33,6.78E+07
36,6.79E+07
39,6.79E+07
42,6.77E+07
45,6.78E+07
48,6.79E+07
51,6.77E+07
54,6.78E+07
57,6.78E+07
60,6.77E+07
63,6.79E+07
66,6.77E+07
69,6.78E+07
72,6.78E+07
75,6.77E+07
78,6.77E+07
81,6.77E+07
84,6.78E+07
87,6.80E+07
90,6.78E+07
93,6.78E+07
96,6.77E+07
99,6.79E+07
102,6.79E+07
105,6.77E+07
108,6.78E+07
111,6.76E+07
114,6.78E+07
117,6.76E+07
120,6.76E+07
123,6.77E+07
126,6.77E+07
129,6.77E+07
132,6.78E+07
135,6.79E+07
138,6.79E+07
141,6.78E+07
144,6.78E+07
147,6.77E+07
150,6.78E+07
153,6.77E+07
156,6.75E+07
159,6.77E+07
162,6.76E+07
165,6.76E+07
168,6.78E+07
171,6.77E+07
174,6.75E+07
177,6.77E+07
180,6.77E+07
183,6.77E+07
186,6.78E+07
189,6.77E+07
192,6.78E+07
195,6.76E+07
198,6.76E+07
201,6.77E+07
204,6.77E+07
207,6.79E+07
210,6.78E+07
213,6.77E+07
216,6.76E+07
219,6.77E+07
222,6.77E+07
225,6.76E+07
228,6.77E+07
231,6.76E+07
234,6.76E+07
237,6.77E+07
240,6.77E+07
243,6.76E+07
246,6.77E+07
249,6.77E+07
252,6.77E+07
255,6.77E+07
258,6.76E+07
261,6.77E+07
264,6.76E+07
267,6.77E+07
270,6.77E+07
273,6.77E+07
276,6.76E+07
279,6.77E+07
282,6.76E+07
285,6.75E+07
288,6.74E+07
291,6.76E+07
294,6.75E+07
297,6.77E+07
300,6.75E+07
303,6.76E+07
306,6.75E+07
309,6.76E+07
312,6.76E+07
315,6.75E+07
318,6.76E+07
321,6.77E+07
324,6.75E+07
327,6.76E+07
330,6.74E+07
333,6.76E+07
336,6.75E+07
339,6.73E+07
342,6.75E+07
345,6.75E+07
348,6.74E+07
351,6.75E+07
354,6.76E+07
357,6.75E+07
360,6.75E+07
363,6.75E+07
366,6.76E+07
369,6.73E+07
372,6.73E+07
375,6.74E+07
378,6.74E+07
381,6.74E+07
384,6.73E+07
387,6.75E+07
390,6.74E+07
393,6.74E+07
396,6.74E+07
399,6.75E+07
402,6.76E+07
405,6.76E+07
408,6.76E+07
411,6.75E+07
414,6.76E+07
417,6.74E+07
420,6.73E+07
423,6.75E+07
426,6.74E+07
429,6.75E+07
432,6.75E+07
435,6.74E+07
438,6.75E+07
441,6.75E+07
444,6.75E+07
447,6.73E+07
450,6.75E+07
453,6.75E+07
456,6.75E+07
459,6.74E+07
462,6.74E+07
465,6.74E+07
468,6.75E+07
471,6.74E+07
474,6.74E+07
477,6.73E+07
480,6.73E+07
483,6.75E+07
486,6.74E+07
489,6.73E+07
492,6.74E+07
495,6.75E+07
498,6.74E+07
501,6.74E+07
504,6.74E+07
507,6.74E+07
510,6.74E+07
513,6.75E+07
516,6.74E+07
519,6.74E+07
522,6.75E+07
525,6.74E+07
528,6.74E+07
531,6.73E+07
534,6.72E+07
537,6.74E+07
540,6.75E+07
543,6.74E+07
546,6.74E+07
549,6.74E+07
552,6.74E+07
555,6.74E+07
558,6.73E+07
561,6.74E+07
564,6.72E+07
567,6.75E+07
570,6.74E+07
573,6.73E+07
576,6.73E+07
579,6.74E+07
582,6.73E+07
585,6.74E+07
588,6.73E+07
591,6.73E+07
594,6.74E+07
597,6.74E+07
600,6.73E+07
603,6.74E+07
606,6.74E+07
609,6.72E+07
612,6.74E+07
615,6.75E+07
618,6.73E+07
621,6.73E+07
624,6.73E+07
627,6.73E+07
630,6.74E+07
633,6.74E+07
636,6.74E+07
639,6.73E+07
642,6.73E+07
645,6.73E+07
648,6.74E+07
651,6.72E+07
654,6.73E+07
657,6.73E+07
660,6.72E+07
663,6.72E+07
666,6.73E+07
669,6.71E+07
672,6.73E+07
675,6.72E+07
678,6.73E+07
681,6.72E+07
684,6.73E+07
687,6.74E+07
690,6.74E+07
693,6.71E+07
696,6.72E+07
699,6.71E+07
702,6.73E+07
705,6.72E+07
708,6.72E+07
711,6.72E+07
714,6.73E+07
717,6.73E+07
720,6.72E+07
723,6.71E+07
726,6.73E+07
729,6.73E+07
732,6.70E+07
735,6.73E+07
738,6.72E+07
741,6.73E+07
744,6.73E+07
747,6.73E+07
750,6.71E+07
753,6.71E+07
756,6.72E+07
759,6.72E+07
762,6.71E+07
765,6.74E+07
768,6.71E+07
771,6.74E+07
774,6.71E+07
777,6.72E+07
780,6.73E+07
783,6.71E+07
786,6.72E+07
789,6.71E+07
792,6.72E+07
795,6.71E+07
798,6.69E+07
801,6.73E+07
804,6.71E+07
807,6.71E+07
810,6.71E+07
813,6.71E+07
816,6.72E+07
819,6.72E+07
822,6.73E+07
825,6.70E+07
828,6.71E+07
831,6.73E+07
834,6.71E+07
837,6.72E+07
840,6.72E+07
843,6.72E+07
846,6.70E+07
849,6.72E+07
852,6.72E+07
855,6.70E+07
858,6.71E+07
861,6.71E+07
864,6.72E+07
867,6.71E+07
870,6.71E+07
873,6.71E+07
876,6.69E+07
879,6.72E+07
882,6.73E+07
885,6.70E+07
888,6.71E+07
891,6.71E+07
894,6.71E+07
897,6.71E+07
900,6.70E+07
903,6.69E+07
906,6.70E+07
909,6.71E+07
912,6.71E+07
915,6.72E+07
918,6.69E+07
921,6.71E+07
924,6.70E+07
927,6.69E+07
930,6.70E+07
933,6.70E+07
936,6.71E+07
939,6.70E+07
942,6.68E+07
945,6.71E+07
948,6.72E+07
951,6.70E+07
954,6.69E+07
957,6.69E+07
960,6.69E+07
963,6.71E+07
966,6.71E+07
969,6.71E+07
972,6.70E+07
975,6.70E+07
978,6.71E+07
981,6.70E+07
984,6.70E+07
987,6.70E+07
990,6.71E+07
993,6.69E+07
996,6.70E+07
999,6.71E+07
1002,6.70E+07
1005,6.71E+07
1008,6.68E+07
1011,6.70E+07
1014,6.71E+07
1017,6.71E+07
1020,6.69E+07
1023,6.69E+07
1026,6.70E+07
1029,6.69E+07
1032,6.70E+07
1035,6.70E+07
1038,6.69E+07
1041,6.69E+07
1044,6.68E+07
1047,6.69E+07
1050,6.71E+07
1053,6.70E+07
1056,6.69E+07
1059,6.69E+07
1062,6.70E+07
1065,6.69E+07
1068,6.68E+07
1071,6.70E+07
1074,6.69E+07
1077,6.70E+07
1080,6.70E+07
1083,6.71E+07
1086,6.68E+07
1089,6.68E+07
1092,6.70E+07
1095,6.69E+07
1098,6.70E+07
1101,6.71E+07
1104,6.69E+07
1107,6.68E+07
1110,6.70E+07
1113,6.68E+07
1116,6.70E+07
1119,6.69E+07
1122,6.72E+07
1125,6.70E+07
1128,6.69E+07
1131,6.70E+07
1134,6.70E+07
1137,6.69E+07
1140,6.69E+07
1143,6.69E+07
1146,6.69E+07
1149,6.68E+07
1152,6.71E+07
1155,6.69E+07
1158,6.69E+07
1161,6.69E+07
1164,6.68E+07
1167,6.68E+07
1170,6.69E+07
1173,6.69E+07
1176,6.70E+07
1179,6.69E+07
1182,6.69E+07
1185,6.69E+07
1188,6.68E+07
1191,6.69E+07
1194,6.71E+07
1197,6.67E+07
1200,6.68E+07
1203,6.68E+07
1206,6.70E+07
1209,6.71E+07
1212,6.69E+07
1215,6.68E+07
1218,6.69E+07
1221,6.69E+07
1224,6.69E+07
1227,6.71E+07
1230,6.68E+07
1233,6.68E+07
1236,6.69E+07
1239,6.68E+07
1242,6.69E+07
1245,6.69E+07
1248,6.70E+07
1251,6.69E+07
1254,6.68E+07
1257,6.69E+07
1260,6.70E+07
1263,6.68E+07
1266,6.68E+07
1269,6.69E+07
1272,6.70E+07
1275,6.69E+07
1278,6.70E+07
1281,6.70E+07
1284,6.69E+07
1287,6.68E+07
1290,6.69E+07
1293,6.69E+07
1296,6.69E+07
1299,6.69E+07
1302,6.67E+07
1305,6.68E+07
1308,6.68E+07
1311,6.69E+07
1314,6.68E+07
1317,6.67E+07
1320,6.67E+07
1323,6.69E+07
1326,6.67E+07
1329,6.69E+07
1332,6.68E+07
1335,6.68E+07
1338,6.67E+07
1341,6.68E+07
1344,6.69E+07
1347,6.68E+07
